Year,Sport,Country,Gender,Medal Rank,Medal,Age of Athlete,Event,Name of Athlete or Team
1972,Cross-Country Skiing,Finland,Women,2,silver,34,Women's 5 Kilometers,Marjatta Kajosmaa
1972,Cross-Country Skiing,Czechoslovakia,Women,3,bronze,22,Women's 5 Kilometers,Helena Šikolová
1972,Cross-Country Skiing,Soviet Union,Women,1,gold,29,Women's 10 Kilometers,Galina Kulakova
1972,Cross-Country Skiing,Soviet Union,Women,2,silver,29,Women's 10 Kilometers,Alevtina Olyunina-Smirnova
1972,Cross-Country Skiing,Finland,Women,3,bronze,34,Women's 10 Kilometers,Marjatta Kajosmaa
1976,Cross-Country Skiing,Finland,Women,1,gold,28,Women's 5 Kilometers,Helena Kivioja-Takalo
1976,Cross-Country Skiing,Soviet Union,Women,2,silver,23,Women's 5 Kilometers,Raisa Smetanina
1976,Cross-Country Skiing,Soviet Union,Women,3,bronze,28,Women's 5 Kilometers,Nina Fyodorova-Baldycheva
1976,Cross-Country Skiing,Soviet Union,Women,1,gold,23,Women's 10 Kilometers,Raisa Smetanina
1976,Cross-Country Skiing,Finland,Women,2,silver,28,Women's 10 Kilometers,Helena Kivioja-Takalo
1976,Cross-Country Skiing,Soviet Union,Women,3,bronze,33,Women's 10 Kilometers,Galina Kulakova
1980,Cross-Country Skiing,Soviet Union,Women,1,gold,27,Women's 5 Kilometers,Raisa Smetanina
1980,Cross-Country Skiing,Finland,Women,2,silver,27,Women's 5 Kilometers,Hilkka Riihivuori-Kuntola
1980,Cross-Country Skiing,Czechoslovakia,Women,3,bronze,23,Women's 5 Kilometers,Květa Jeriová
1980,Cross-Country Skiing,East Germany,Women,1,gold,24,Women's 10 Kilometers,Barbara Petzold
1980,Cross-Country Skiing,Finland,Women,2,silver,27,Women's 10 Kilometers,Hilkka Riihivuori-Kuntola
1980,Cross-Country Skiing,Finland,Women,3,bronze,32,Women's 10 Kilometers,Helena Kivioja-Takalo
1984,Cross-Country Skiing,Finland,Women,1,gold,28,Women's 5 Kilometers,Marja-Liisa Kirvesniemi-Hämäläinen
1984,Cross-Country Skiing,Norway,Women,2,silver,27,Women's 5 Kilometers,Berit Aunli-Kvello
1984,Cross-Country Skiing,Czechoslovakia,Women,3,bronze,27,Women's 5 Kilometers,Květa Jeriová
1984,Cross-Country Skiing,Finland,Women,1,gold,28,Women's 10 Kilometers,Marja-Liisa Kirvesniemi-Hämäläinen
1984,Cross-Country Skiing,Soviet Union,Women,2,silver,31,Women's 10 Kilometers,Raisa Smetanina
1984,Cross-Country Skiing,Norway,Women,3,bronze,22,Women's 10 Kilometers,Brit Pettersen
1984,Cross-Country Skiing,Finland,Women,1,gold,28,Women's 20 Kilometers,Marja-Liisa Kirvesniemi-Hämäläinen
1984,Cross-Country Skiing,Soviet Union,Women,2,silver,31,Women's 20 Kilometers,Raisa Smetanina
1984,Cross-Country Skiing,Norway,Women,3,bronze,20,Women's 20 Kilometers,Anne Jahren
1988,Cross-Country Skiing,Finland,Women,1,gold,23,Women's 5 Kilometers,Marjo Matikainen
1988,Cross-Country Skiing,Soviet Union,Women,2,silver,23,Women's 5 Kilometers,Tamara Tikhonova
1988,Cross-Country Skiing,Soviet Union,Women,3,bronze,26,Women's 5 Kilometers,Vida Vencienė
1988,Cross-Country Skiing,Soviet Union,Women,1,gold,26,Women's 10 Kilometers,Vida Vencienė
1988,Cross-Country Skiing,Soviet Union,Women,2,silver,35,Women's 10 Kilometers,Raisa Smetanina
1988,Cross-Country Skiing,Finland,Women,3,bronze,23,Women's 10 Kilometers,Marjo Matikainen
1988,Cross-Country Skiing,Soviet Union,Women,1,gold,23,Women's 20 Kilometers,Tamara Tikhonova
1988,Cross-Country Skiing,Soviet Union,Women,2,silver,23,Women's 20 Kilometers,Anfisa Reztsova
1988,Cross-Country Skiing,Soviet Union,Women,3,bronze,35,Women's 20 Kilometers,Raisa Smetanina
1992,Cross-Country Skiing,Finland,Women,1,gold,26,Women's 5 Kilometers,Marjut Rolig-Lukkarinen
1992,Cross-Country Skiing,Unified Team,Women,2,silver,25,Women's 5 Kilometers,Lyubov Yegorova
1992,Cross-Country Skiing,Unified Team,Women,3,bronze,23,Women's 5 Kilometers,Yelena Välbe
1992,Cross-Country Skiing,Unified Team,Women,1,gold,25,Women's 15 Kilometers,Lyubov Yegorova
1992,Cross-Country Skiing,Finland,Women,2,silver,26,Women's 15 Kilometers,Marjut Rolig-Lukkarinen
1992,Cross-Country Skiing,Unified Team,Women,3,bronze,23,Women's 15 Kilometers,Yelena Välbe
1992,Cross-Country Skiing,Italy,Women,1,gold,23,Women's 30 Kilometers,Stefania Belmondo
1992,Cross-Country Skiing,Unified Team,Women,2,silver,25,Women's 30 Kilometers,Lyubov Yegorova
1992,Cross-Country Skiing,Unified Team,Women,3,bronze,23,Women's 30 Kilometers,Yelena Välbe
1992,Cross-Country Skiing,Unified Team,Women,1,gold,25,Women's 5/10-Kilometer pursuit,Lyubov Yegorova
1992,Cross-Country Skiing,Italy,Women,2,silver,23,Women's 5/10-Kilometer pursuit,Stefania Belmondo
1992,Cross-Country Skiing,Unified Team,Women,3,bronze,23,Women's 5/10-Kilometer pursuit,Yelena Välbe
1994,Cross-Country Skiing,Russia,Women,1,gold,27,Women's 5 Kilometers,Lyubov Yegorova
1994,Cross-Country Skiing,Italy,Women,2,silver,31,Women's 5 Kilometers,Manuela Di Centa
1994,Cross-Country Skiing,Finland,Women,3,bronze,38,Women's 5 Kilometers,Marja-Liisa Kirvesniemi-Hämäläinen
1994,Cross-Country Skiing,Italy,Women,1,gold,31,Women's 15 Kilometers,Manuela Di Centa
1994,Cross-Country Skiing,Russia,Women,2,silver,27,Women's 15 Kilometers,Lyubov Yegorova
1994,Cross-Country Skiing,Russia,Women,3,bronze,28,Women's 15 Kilometers,Nina Gavrylyuk
1994,Cross-Country Skiing,Italy,Women,1,gold,31,Women's 30 Kilometers,Manuela Di Centa
1994,Cross-Country Skiing,Norway,Women,2,silver,28,Women's 30 Kilometers,Marit Wold-Mikkelsplass
1994,Cross-Country Skiing,Finland,Women,3,bronze,38,Women's 30 Kilometers,Marja-Liisa Kirvesniemi-Hämäläinen
1994,Cross-Country Skiing,Russia,Women,1,gold,27,Women's 5/10-Kilometer pursuit,Lyubov Yegorova
1994,Cross-Country Skiing,Italy,Women,2,silver,31,Women's 5/10-Kilometer pursuit,Manuela Di Centa
1994,Cross-Country Skiing,Italy,Women,3,bronze,25,Women's 5/10-Kilometer pursuit,Stefania Belmondo
1998,Cross-Country Skiing,Russia,Women,1,gold,32,Women's 5 Kilometers,Larisa Lazutina
1998,Cross-Country Skiing,Czech Republic,Women,2,silver,24,Women's 5 Kilometers,Kateřina Neumannová
1998,Cross-Country Skiing,Norway,Women,3,bronze,25,Women's 5 Kilometers,Bente Skari-Martinsen
1998,Cross-Country Skiing,Russia,Women,1,gold,27,Women's 15 Kilometers,Olga Danilova
1998,Cross-Country Skiing,Russia,Women,2,silver,32,Women's 15 Kilometers,Larisa Lazutina
1998,Cross-Country Skiing,Norway,Women,3,bronze,30,Women's 15 Kilometers,Anita Moen-Guidon
1998,Cross-Country Skiing,Russia,Women,1,gold,21,Women's 30 Kilometers,Yuliya Chepalova
1998,Cross-Country Skiing,Italy,Women,2,silver,29,Women's 30 Kilometers,Stefania Belmondo
1998,Cross-Country Skiing,Russia,Women,3,bronze,32,Women's 30 Kilometers,Larisa Lazutina
1998,Cross-Country Skiing,Russia,Women,1,gold,32,Women's 5/10-Kilometer pursuit,Larisa Lazutina
1998,Cross-Country Skiing,Russia,Women,2,silver,27,Women's 5/10-Kilometer pursuit,Olga Danilova
1998,Cross-Country Skiing,Czech Republic,Women,3,bronze,24,Women's 5/10-Kilometer pursuit,Kateřina Neumannová
2002,Cross-Country Skiing,Russia,Women,1,gold,25,Women's Sprint,Yuliya Chepalova
2002,Cross-Country Skiing,Germany,Women,2,silver,21,Women's Sprint,Evi Sachenbacher-Stehle
2002,Cross-Country Skiing,Norway,Women,3,bronze,34,Women's Sprint,Anita Moen-Guidon
2002,Cross-Country Skiing,Norway,Women,1,gold,29,Women's 10 Kilometers,Bente Skari-Martinsen
2002,Cross-Country Skiing,Russia,Women,2,silver,25,Women's 10 Kilometers,Yuliya Chepalova
2002,Cross-Country Skiing,Italy,Women,3,bronze,33,Women's 10 Kilometers,Stefania Belmondo
2002,Cross-Country Skiing,Italy,Women,1,gold,33,Women's 15 Kilometers,Stefania Belmondo
2002,Cross-Country Skiing,Czech Republic,Women,2,silver,28,Women's 15 Kilometers,Kateřina Neumannová
2002,Cross-Country Skiing,Russia,Women,3,bronze,25,Women's 15 Kilometers,Yuliya Chepalova
2002,Cross-Country Skiing,Italy,Women,1,gold,32,Women's 30 Kilometers,Gabriella Paruzzi
2002,Cross-Country Skiing,Italy,Women,2,silver,33,Women's 30 Kilometers,Stefania Belmondo
2002,Cross-Country Skiing,Norway,Women,3,bronze,29,Women's 30 Kilometers,Bente Skari-Martinsen
2002,Cross-Country Skiing,Canada,Women,1,gold,27,Women's 5/5-Kilometer pursuit,Beckie Scott
2002,Cross-Country Skiing,Czech Republic,Women,2,silver,28,Women's 5/5-Kilometer pursuit,Kateřina Neumannová
2002,Cross-Country Skiing,Germany,Women,3,bronze,25,Women's 5/5-Kilometer pursuit,Viola Bauer
2006,Cross-Country Skiing,Canada,Women,1,gold,22,Women's Sprint,Chandra Crawford
2006,Cross-Country Skiing,Germany,Women,2,silver,28,Women's Sprint,Claudia Künzel-Nystad
2006,Cross-Country Skiing,Russia,Women,3,bronze,26,Women's Sprint,Alyona Sidko
2006,Cross-Country Skiing,Estonia,Women,1,gold,28,Women's 10 Kilometers,Kristina Šmigun-Vähi
2006,Cross-Country Skiing,Norway,Women,2,silver,25,Women's 10 Kilometers,Marit Bjørgen
2006,Cross-Country Skiing,Norway,Women,3,bronze,41,Women's 10 Kilometers,Hilde Gjermundshaug Pedersen
2006,Cross-Country Skiing,Czech Republic,Women,1,gold,32,Women's 30 Kilometers,Kateřina Neumannová
2006,Cross-Country Skiing,Russia,Women,2,silver,29,Women's 30 Kilometers,Yuliya Chepalova
2006,Cross-Country Skiing,Poland,Women,3,bronze,23,Women's 30 Kilometers,Justyna Kowalczyk
2006,Cross-Country Skiing,Estonia,Women,1,gold,28,Women's 15 km Skiathlon,Kristina Šmigun-Vähi
2006,Cross-Country Skiing,Czech Republic,Women,2,silver,32,Women's 15 km Skiathlon,Kateřina Neumannová
2006,Cross-Country Skiing,Russia,Women,3,bronze,29,Women's 15 km Skiathlon,Yevgeniya Medvedeva
2010,Cross-Country Skiing,Norway,Women,1,gold,29,Women's Sprint,Marit Bjørgen
2010,Cross-Country Skiing,Poland,Women,2,silver,27,Women's Sprint,Justyna Kowalczyk
2010,Cross-Country Skiing,Slovenia,Women,3,bronze,30,Women's Sprint,Petra Majdič
2010,Cross-Country Skiing,Sweden,Women,1,gold,22,Women's 10 Kilometers,Charlotte Kalla
2010,Cross-Country Skiing,Estonia,Women,2,silver,32,Women's 10 Kilometers,Kristina Šmigun-Vähi
2010,Cross-Country Skiing,Norway,Women,3,bronze,29,Women's 10 Kilometers,Marit Bjørgen
2010,Cross-Country Skiing,Poland,Women,1,gold,27,Women's 30 Kilometers,Justyna Kowalczyk
2010,Cross-Country Skiing,Norway,Women,2,silver,29,Women's 30 Kilometers,Marit Bjørgen
2010,Cross-Country Skiing,Finland,Women,3,bronze,31,Women's 30 Kilometers,Aino-Kaisa Saarinen
2010,Cross-Country Skiing,Norway,Women,1,gold,29,Women's 15 km Skiathlon,Marit Bjørgen
2010,Cross-Country Skiing,Sweden,Women,2,silver,23,Women's 15 km Skiathlon,Anna Haag
2010,Cross-Country Skiing,Poland,Women,3,bronze,27,Women's 15 km Skiathlon,Justyna Kowalczyk
2014,Cross-Country Skiing,Norway,Women,1,gold,33,Women's Skiathlon 7.5km Classic + 7.5km Free Skiathlon,Marit Bjoergen
2014,Cross-Country Skiing,Sweden,Women,2,silver,26,Women's Skiathlon 7.5km Classic + 7.5km Free Skiathlon,Charlotte Kalla
2014,Cross-Country Skiing,Norway,Women,3,bronze,22,Women's Skiathlon 7.5km Classic + 7.5km Free Skiathlon,Heidi Weng
2014,Cross-Country Skiing,Norway,Women,1,gold,23,Women's Sprint Free,Maiken Caspersen Falla
2014,Cross-Country Skiing,Norway,Women,2,silver,23,Women's Sprint Free,Ingvild Flugstad Oestberg
2014,Cross-Country Skiing,Slovenia,Women,3,bronze,28,Women's Sprint Free,Vesna Fabjan
2014,Cross-Country Skiing,Poland,Women,1,gold,31,Women's 10 Kilometers,Justyna Kowalczyk
2014,Cross-Country Skiing,Sweden,Women,2,silver,26,Women's 10 Kilometers,Charlotte Kalla
2014,Cross-Country Skiing,Norway,Women,3,bronze,25,Women's 10 Kilometers,Therese Johaug
2014,Cross-Country Skiing,Norway,Women,1,gold,33,Women's 30 Kilometers,Marit Bjoergen
2014,Cross-Country Skiing,Norway,Women,2,silver,25,Women's 30 Kilometers,Therese Johaug
2014,Cross-Country Skiing,Norway,Women,3,bronze,32,Women's 30 Kilometers,Kristin Stoermer Steira
1924,Figure Skating,Austria,Women,1,gold,21,Women's Singles,Herma Planck-Szabo
1924,Figure Skating,United States,Women,2,silver,23,Women's Singles,Beatrix Loughran
1924,Figure Skating,Britain,Women,3,bronze,38,Women's Singles,Ethel Muckelt
1928,Figure Skating,Norway,Women,1,gold,15,Women's Singles,Sonja Henie
1928,Figure Skating,Austria,Women,2,silver,17,Women's Singles,Fritzi Burger
1928,Figure Skating,United States,Women,3,bronze,27,Women's Singles,Beatrix Loughran
1932,Figure Skating,Norway,Women,1,gold,19,Women's Singles,Sonja Henie
1932,Figure Skating,Austria,Women,2,silver,21,Women's Singles,Fritzi Burger
1932,Figure Skating,United States,Women,3,bronze,20,Women's Singles,Maribel Vinson
1936,Figure Skating,Norway,Women,1,gold,23,Women's Singles,Sonja Henie
1936,Figure Skating,Britain,Women,2,silver,15,Women's Singles,Cecilia Colledge
1936,Figure Skating,Sweden,Women,3,bronze,24,Women's Singles,Vivi-Anne Hultén
1948,Figure Skating,Canada,Women,1,gold,19,Women's Singles,Barbara Ann Scott
1948,Figure Skating,Austria,Women,2,silver,20,Women's Singles,Eva Pawlik
1948,Figure Skating,Britain,Women,3,bronze,17,Women's Singles,Jeannette Altwegg
1952,Figure Skating,Britain,Women,1,gold,21,Women's Singles,Jeannette Altwegg
1952,Figure Skating,United States,Women,2,silver,16,Women's Singles,Tenley Albright
1952,Figure Skating,France,Women,3,bronze,21,Women's Singles,Jacqueline du Bief
1956,Figure Skating,United States,Women,1,gold,20,Women's Singles,Tenley Albright
1956,Figure Skating,United States,Women,2,silver,16,Women's Singles,Carol Heiss
1956,Figure Skating,Austria,Women,3,bronze,15,Women's Singles,Ingrid Wendl
1960,Figure Skating,United States,Women,1,gold,20,Women's Singles,Carol Heiss
1960,Figure Skating,Netherlands,Women,2,silver,18,Women's Singles,Sjoukje Dijkstra
1960,Figure Skating,United States,Women,3,bronze,18,Women's Singles,Barbara Ann Roles
1964,Figure Skating,Netherlands,Women,1,gold,21,Women's Singles,Sjoukje Dijkstra
1964,Figure Skating,Austria,Women,2,silver,19,Women's Singles,Regine Heitzer
1964,Figure Skating,Canada,Women,3,bronze,17,Women's Singles,Petra Burka
1968,Figure Skating,United States,Women,1,gold,19,Women's Singles,Peggy Fleming
1968,Figure Skating,East Germany,Women,2,silver,19,Women's Singles,Gabriele Seyfert
1968,Figure Skating,Czechoslovakia,Women,3,bronze,18,Women's Singles,Hana Mašková
1972,Figure Skating,Austria,Women,1,gold,20,Women's Singles,Trixi Schuba
1972,Figure Skating,Canada,Women,2,silver,19,Women's Singles,Karen Magnussen
1972,Figure Skating,United States,Women,3,bronze,18,Women's Singles,Janet Lynn
1976,Figure Skating,United States,Women,1,gold,19,Women's Singles,Dorothy Hamill
1976,Figure Skating,Netherlands,Women,2,silver,20,Women's Singles,Dianne de Leeuw
1976,Figure Skating,East Germany,Women,3,bronze,19,Women's Singles,Christine Errath
1980,Figure Skating,East Germany,Women,1,gold,19,Women's Singles,Anett Pötzsch
1980,Figure Skating,United States,Women,2,silver,19,Women's Singles,Linda Fratianne
1980,Figure Skating,West Germany,Women,3,bronze,21,Women's Singles,Dagmar Lurz
1984,Figure Skating,East Germany,Women,1,gold,18,Women's Singles,Katarina Witt
1984,Figure Skating,United States,Women,2,silver,19,Women's Singles,Rosalyn Sumners
1984,Figure Skating,Soviet Union,Women,3,bronze,21,Women's Singles,Kira Ivanova
1988,Figure Skating,East Germany,Women,1,gold,22,Women's Singles,Katarina Witt
1988,Figure Skating,Canada,Women,2,silver,22,Women's Singles,Elizabeth Manley
1988,Figure Skating,United States,Women,3,bronze,20,Women's Singles,Debi Thomas
1992,Figure Skating,United States,Women,1,gold,20,Women's Singles,Kristi Yamaguchi
1992,Figure Skating,Japan,Women,2,silver,22,Women's Singles,Midori Ito
1992,Figure Skating,United States,Women,3,bronze,22,Women's Singles,Nancy Kerrigan
1994,Figure Skating,Ukraine,Women,1,gold,16,Women's Singles,Oksana Baiul
1994,Figure Skating,United States,Women,2,silver,24,Women's Singles,Nancy Kerrigan
1994,Figure Skating,China,Women,3,bronze,17,Women's Singles,Chen Lu
1998,Figure Skating,United States,Women,1,gold,15,Women's Singles,Tara Lipinski
1998,Figure Skating,United States,Women,2,silver,17,Women's Singles,Michelle Kwan
1998,Figure Skating,China,Women,3,bronze,21,Women's Singles,Chen Lu
2002,Figure Skating,United States,Women,1,gold,16,Women's Singles,Sarah Hughes
2002,Figure Skating,Russia,Women,2,silver,23,Women's Singles,Irina Slutskaya
2002,Figure Skating,United States,Women,3,bronze,21,Women's Singles,Michelle Kwan
2006,Figure Skating,Japan,Women,1,gold,24,Women's Singles,Shizuka Arakawa
2006,Figure Skating,United States,Women,2,silver,21,Women's Singles,Sasha Cohen
2006,Figure Skating,Russia,Women,3,bronze,27,Women's Singles,Irina Slutskaya
2010,Figure Skating,South Korea,Women,1,gold,19,Women's Singles,Kim Yeon-A
2010,Figure Skating,Japan,Women,2,silver,19,Women's Singles,Mao Asada
2010,Figure Skating,Canada,Women,3,bronze,24,Women's Singles,Joannie Rochette
2014,Figure Skating,Russia,Women,1,gold,17,Women's Singles,Adelina Sotnikova
2014,Figure Skating,South Korea,Women,2,silver,23,Women's Singles,Yuna Kim
2014,Figure Skating,Italy,Women,3,bronze,27,Women's Singles,Carolina Kostner
1964,Luge,Germany,Women,1,gold,20,Women's Singles,Ortrun Enderlein
1964,Luge,Germany,Women,2,silver,23,Women's Singles,Ilse Geisler
1964,Luge,Austria,Women,3,bronze,25,Women's Singles,Leni Thurner
1968,Luge,Italy,Women,1,gold,20,Women's Singles,Erika Lechner
1968,Luge,West Germany,Women,2,silver,24,Women's Singles,Christa Schmuck
1968,Luge,West Germany,Women,3,bronze,21,Women's Singles,Angelika Dünhaupt
1972,Luge,East Germany,Women,1,gold,22,Women's Singles,Anna-Maria Müller
1972,Luge,East Germany,Women,2,silver,17,Women's Singles,Ute Rührold
1972,Luge,East Germany,Women,3,bronze,19,Women's Singles,Margit Schumann
1976,Luge,East Germany,Women,1,gold,23,Women's Singles,Margit Schumann
1976,Luge,East Germany,Women,2,silver,21,Women's Singles,Ute Rührold
1976,Luge,West Germany,Women,3,bronze,23,Women's Singles,Elisabeth Demleitner
1980,Luge,Soviet Union,Women,1,gold,24,Women's Singles,Vera Zozuļa
1980,Luge,East Germany,Women,2,silver,21,Women's Singles,Melitta Sollmann
1980,Luge,Soviet Union,Women,3,bronze,19,Women's Singles,Ingrīda Amantova
1984,Luge,East Germany,Women,1,gold,21,Women's Singles,Steffi Walter-Martin
1984,Luge,East Germany,Women,2,silver,23,Women's Singles,Bettina Schmidt
1984,Luge,East Germany,Women,3,bronze,22,Women's Singles,Ute Oberhoffner-Weiß
1988,Luge,East Germany,Women,1,gold,25,Women's Singles,Steffi Walter-Martin
1988,Luge,East Germany,Women,2,silver,26,Women's Singles,Ute Oberhoffner-Weiß
1988,Luge,East Germany,Women,3,bronze,24,Women's Singles,Cerstin Schmidt
1992,Luge,Austria,Women,1,gold,20,Women's Singles,Doris Neuner
1992,Luge,Austria,Women,2,silver,22,Women's Singles,Angelika Neuner
1992,Luge,Germany,Women,3,bronze,24,Women's Singles,Susi Erdmann
1994,Luge,Italy,Women,1,gold,25,Women's Singles,Gerda Weissensteiner
1994,Luge,Germany,Women,2,silver,26,Women's Singles,Susi Erdmann
1994,Luge,Austria,Women,3,bronze,23,Women's Singles,Andrea Tagwerker
1998,Luge,Germany,Women,1,gold,27,Women's Singles,Silke Kraushaar
1998,Luge,Germany,Women,2,silver,23,Women's Singles,Barbara Niedernhuber
1998,Luge,Austria,Women,3,bronze,28,Women's Singles,Angelika Neuner
2002,Luge,Germany,Women,1,gold,32,Women's Singles,Sylke Otto
2002,Luge,Germany,Women,2,silver,27,Women's Singles,Barbara Niedernhuber
2002,Luge,Germany,Women,3,bronze,31,Women's Singles,Silke Kraushaar
2006,Luge,Germany,Women,1,gold,36,Women's Singles,Sylke Otto
2006,Luge,Germany,Women,2,silver,35,Women's Singles,Silke Kraushaar
2006,Luge,Germany,Women,3,bronze,22,Women's Singles,Tatjana Hüfner
2010,Luge,Germany,Women,1,gold,26,Women's Singles,Tatjana Hüfner
2010,Luge,Austria,Women,2,silver,25,Women's Singles,Nina Reithmayer
2010,Luge,Germany,Women,3,bronze,22,Women's Singles,Natalie Geisenberger
2014,Luge,Germany,Women,1,gold,26,Women's Singles,Natalie Geisenberger
2014,Luge,Germany,Women,2,silver,30,Women's Singles,Tatjana Huefner
2014,Luge,United States,Women,3,bronze,27,Women's Singles,Erin Hamlin
1960,Speedskating,Germany,Women,1,gold,25,Women's 500 Meters,Helga Haase
1960,Speedskating,Soviet Union,Women,2,silver,27,Women's 500 Meters,Nataliya Donchenko
1960,Speedskating,United States,Women,3,bronze,21,Women's 500 Meters,Jeanne Ashworth
